ID	b	se	OR	lower_ci	upper_ci	p	Qstat	Qpval	fstat_adiposity	fstat_protein	exposure	mediator	cancer	group	adiposity	protein	protein_name	gene	uni_prot	ensembl_gene_ID	entrez_gene_ID	HGNC_ID
BMI_13130_150_overall_Sex-combined	0.0051835907955498	0.0594992553449471	1.00519704884594	0.894549580246608	1.12953058088747	0.930615915374675	745.126108466653	1.16943255349115e-18	42.0203287474746	1.34208040574228	13130_150	BMI	overall	Sex-combined	BMI	HXK2	Hexokinase-2	HK2	P52789	ENSG00000159399	3099	HGNC:4923
BMI_13130_150_proximal_Male	0.254579601416561	0.0763921205399634	1.28991922665436	1.11054517695385	1.49826557786377	0.00102961533116259	205.261450489686	0.276020741097253	52.1520987591951	1.61795031171139	BMI	13130_150	proximal	Male	BMI	HXK2	Hexokinase-2	HK2	P52789	ENSG00000159399	3099	HGNC:4923
BMI_13130_150_proximal_Male	0.140730012710483	0.151662656883384	1.15111381992665	0.855106894732682	1.54958758324638	0.354598922914505	205.261450489686	0.276020741097253	52.1520987591951	1.61795031171139	13130_150	BMI	proximal	Male	BMI	HXK2	Hexokinase-2	HK2	P52789	ENSG00000159399	3099	HGNC:4923
BMI_13412_5_overall_Female	0.089856257203328	0.0531721284402645	1.09401701533699	0.985741514389825	1.21418567887721	0.0923878670962355	306.682113386754	0.00062585648544135	34.3727372806375	1.73731501864017	BMI	13412_5	overall	Female	BMI	WFDC6	WAP four-disulfide core domain protein 6	WFDC6	Q9BQY6	ENSG00000243543	140870	HGNC:38825
BMI_13412_5_overall_Female	0.111014730713066	0.0978412006537098	1.11741136699945	0.922420558181352	1.35362135202335	0.257696317120465	306.682113386754	0.00062585648544135	34.3727372806375	1.73731501864017	13412_5	BMI	overall	Female	BMI	WFDC6	WAP four-disulfide core domain protein 6	WFDC6	Q9BQY6	ENSG00000243543	140870	HGNC:38825
BMI_13430_50_distal_Male	0.212847821422866	0.0805684721586342	1.23719636213516	1.05647047960277	1.44883824776248	0.00891519461316885	258.437293391307	0.00135288982533225	45.3058757449772	2.26512950993122	BMI	13430_50	distal	Male	BMI	UT1	Urea transporter 1	SLC14A1	Q13336	ENSG00000141469	6563	HGNC:10918
BMI_13430_50_distal_Male	0.120129361917172	0.130626985804932	1.12764271616816	0.872930331166093	1.45667764073278	0.358898880621689	258.437293391307	0.00135288982533225	45.3058757449772	2.26512950993122	13430_50	BMI	distal	Male	BMI	UT1	Urea transporter 1	SLC14A1	Q13336	ENSG00000141469	6563	HGNC:10918
BMI_13436_54_rectal_Sex-combined	0.0824748211725212	0.0521968906879705	1.08597132961006	0.980364257965866	1.20295463563922	0.114815648617917	584.793743652659	1.99034400182691e-06	23.8746506154425	1.30594382921989	BMI	13436_54	rectal	Sex-combined	BMI	MAZ	Myc-associated zinc finger protein	MAZ	P56270	ENSG00000103495	NA	HGNC:6914
BMI_13436_54_rectal_Sex-combined	-0.0420311905447484	0.0839291606871269	0.958839873368099	0.813399951210232	1.13028517077318	0.616769067763926	584.793743652659	1.99034400182691e-06	23.8746506154425	1.30594382921989	13436_54	BMI	rectal	Sex-combined	BMI	MAZ	Myc-associated zinc finger protein	MAZ	P56270	ENSG00000103495	NA	HGNC:6914
BMI_13468_5_proximal_Sex-combined	0.211005072870056	0.0514903041418663	1.23491861962719	1.1163719274389	1.3660536955641	4.96916894024323e-05	579.735872462982	4.5272867228124e-06	31.6177539413078	1.70988042078684	BMI	13468_5	proximal	Sex-combined	BMI	NEUL4	Neuralized-like protein 4	NEURL4	Q96JN8	ENSG00000215041	NA	HGNC:34410
BMI_13468_5_proximal_Sex-combined	-0.00665874487527861	0.0718614619313012	0.993363375441298	0.862856216880737	1.14360976529247	0.926215455977921	579.735872462982	4.5272867228124e-06	31.6177539413078	1.70988042078684	13468_5	BMI	proximal	Sex-combined	BMI	NEUL4	Neuralized-like protein 4	NEURL4	Q96JN8	ENSG00000215041	NA	HGNC:34410
BMI_13481_24_proximal_Sex-combined	0.208347929959765	0.0513916443871645	1.23164162002847	1.11362482950653	1.36216528223292	5.96024613550632e-05	575.847232856579	6.45708047458673e-06	31.5803042220201	1.90134024356549	BMI	13481_24	proximal	Sex-combined	BMI	TCEA2	Transcription elongation factor A protein 2	TCEA2	Q15560	ENSG00000171703	NA	HGNC:11614
BMI_13481_24_proximal_Sex-combined	0.00601994785615082	0.0665051912316415	1.00603810415729	0.883088173206171	1.1461060149201	0.927916789894992	575.847232856579	6.45708047458673e-06	31.5803042220201	1.90134024356549	13481_24	BMI	proximal	Sex-combined	BMI	TCEA2	Transcription elongation factor A protein 2	TCEA2	Q15560	ENSG00000171703	NA	HGNC:11614
BMI_13481_24_rectal_Female	0.0113379412331885	0.0845639190486991	1.01140245929232	0.856922890850938	1.19373043430637	0.893459187355821	279.112850007518	0.0165841066022624	25.3435099024287	2.33106345235004	BMI	13481_24	rectal	Female	BMI	TCEA2	Transcription elongation factor A protein 2	TCEA2	Q15560	ENSG00000171703	NA	HGNC:11614
BMI_13481_24_rectal_Female	0.105804099462125	0.119134251868296	1.11160409133571	0.880118224773753	1.40397462646787	0.375402402284784	279.112850007518	0.0165841066022624	25.3435099024287	2.33106345235004	13481_24	BMI	rectal	Female	BMI	TCEA2	Transcription elongation factor A protein 2	TCEA2	Q15560	ENSG00000171703	NA	HGNC:11614
BMI_13492_44_proximal_Sex-combined	0.229191028118883	0.0512993463948138	1.25758224963711	1.13728553019775	1.39060339080137	1.00819375914374e-05	565.638232412864	2.67511683714711e-05	72.3396964308808	1.41890560700932	BMI	13492_44	proximal	Sex-combined	BMI	HSPA9B	Stress-70 protein, mitochondrial	HSPA9	P38646	ENSG00000113013	3313	HGNC:5244
BMI_13492_44_proximal_Sex-combined	-0.16336516128141	0.0816634425913751	0.849281007244078	0.723665862681732	0.996700641084037	0.0460678860293468	565.638232412864	2.67511683714711e-05	72.3396964308808	1.41890560700932	13492_44	BMI	proximal	Sex-combined	BMI	HSPA9B	Stress-70 protein, mitochondrial	HSPA9	P38646	ENSG00000113013	3313	HGNC:5244
BMI_13509_5_overall_Sex-combined	0.147572736761137	0.0374784471924281	1.15901758494908	1.07693062414518	1.24736146609952	9.58124145688795e-05	744.789944382158	1.25547353067333e-18	30.3263723742308	1.25819407451092	BMI	13509_5	overall	Sex-combined	BMI	SCAM5	Secretory carrier-associated membrane protein 5	SCAMP5	Q8TAC9	ENSG00000198794	NA	HGNC:30386
BMI_13509_5_overall_Sex-combined	-0.00963911618043159	0.0607094989421731	0.990407191193116	0.87929947988549	1.11555440075409	0.873920110569127	744.789944382158	1.25547353067333e-18	30.3263723742308	1.25819407451092	13509_5	BMI	overall	Sex-combined	BMI	SCAM5	Secretory carrier-associated membrane protein 5	SCAMP5	Q8TAC9	ENSG00000198794	NA	HGNC:30386
BMI_13532_25_proximal_Female	0.202958017277485	0.0769779791187775	1.22502103744961	1.05346125713591	1.42451991663564	0.00894040123626539	288.32169925948	0.00614036799399837	21.2985712437945	1.3935925095468	BMI	13532_25	proximal	Female	BMI	NEPR1	Nuclear envelope phosphatase-regulatory subunit 1	CNEP1R1	Q8N9A8	ENSG00000205423	NA	HGNC:26759
BMI_13532_25_proximal_Female	0.0845245655913209	0.143037799180774	1.08819957616972	0.822152382609696	1.44033921524027	0.555146136543664	288.32169925948	0.00614036799399837	21.2985712437945	1.3935925095468	13532_25	BMI	proximal	Female	BMI	NEPR1	Nuclear envelope phosphatase-regulatory subunit 1	CNEP1R1	Q8N9A8	ENSG00000205423	NA	HGNC:26759
BMI_13535_2_distal_Female	0.102240257682567	0.0763140596289295	1.10764956107829	0.953767546484547	1.28635908684361	0.181638233745705	242.22579240849	0.308973044805825	33.6910197486387	1.47918681339324	BMI	13535_2	distal	Female	BMI	C43BP	Collagen type IV alpha-3-binding protein	COL4A3BP	Q9Y5P4	ENSG00000113163	10087	HGNC:2205
BMI_13535_2_distal_Female	0.143506636313331	0.144855738191736	1.1543144711742	0.869001341019478	1.53330246510208	0.322866331274157	242.22579240849	0.308973044805825	33.6910197486387	1.47918681339324	13535_2	BMI	distal	Female	BMI	C43BP	Collagen type IV alpha-3-binding protein	COL4A3BP	Q9Y5P4	ENSG00000113163	10087	HGNC:2205
BMI_13561_5_overall_Female	0.0775989031746556	0.0542398681613893	1.08068911075704	0.971697012721932	1.20190649844372	0.153872691005882	303.783687886193	0.000920886252068749	15.0503618740055	2.0834537761177	BMI	13561_5	overall	Female	BMI	5HT6R	5-hydroxytryptamine receptor 6	HTR6	P50406	ENSG00000158748	3362	HGNC:5301
BMI_13561_5_overall_Female	0.129546298821478	0.0824299547702776	1.13831181273818	0.968490686567987	1.33791042184515	0.117407866036208	303.783687886193	0.000920886252068749	15.0503618740055	2.0834537761177	13561_5	BMI	overall	Female	BMI	5HT6R	5-hydroxytryptamine receptor 6	HTR6	P50406	ENSG00000158748	3362	HGNC:5301
BMI_13561_5_overall_Sex-combined	0.141093917823316	0.0379069715274362	1.15153279235966	1.06907763529508	1.24034749965903	0.000223436590663689	743.720136432773	1.57327096127676e-18	24.4073942891898	1.75383891106607	BMI	13561_5	overall	Sex-combined	BMI	5HT6R	5-hydroxytryptamine receptor 6	HTR6	P50406	ENSG00000158748	3362	HGNC:5301
BMI_13561_5_overall_Sex-combined	0.0314803212900626	0.0521453328345951	1.03198106733974	0.931718516286686	1.14303290611	0.546354723227374	743.720136432773	1.57327096127676e-18	24.4073942891898	1.75383891106607	13561_5	BMI	overall	Sex-combined	BMI	5HT6R	5-hydroxytryptamine receptor 6	HTR6	P50406	ENSG00000158748	3362	HGNC:5301
BMI_13563_259_proximal_Female	0.212730544121227	0.0757140169957955	1.23705127559205	1.06644540926744	1.43495001726821	0.00538077314882376	288.025274099961	0.00719807629728635	32.9435892468237	1.62930769454148	BMI	13563_259	proximal	Female	BMI	ACBD7	Acyl-CoA-binding domain-containing protein 7	ACBD7	Q8N6N7	ENSG00000176244	414149	HGNC:17715
BMI_13563_259_proximal_Female	0.030692989616708	0.132802334208245	1.03116887573317	0.794851809035991	1.33774527300932	0.817426072031915	288.025274099961	0.00719807629728635	32.9435892468237	1.62930769454148	13563_259	BMI	proximal	Female	BMI	ACBD7	Acyl-CoA-binding domain-containing protein 7	ACBD7	Q8N6N7	ENSG00000176244	414149	HGNC:17715
BMI_13587_10_rectal_Sex-combined	0.0640891700068836	0.0510467001248537	1.06618746646657	0.964676601068333	1.17838010416289	0.209957367398768	588.610411763511	4.06605297580839e-06	76.0881435892404	8.78216006909072	BMI	13587_10	rectal	Sex-combined	BMI	RGAP1	Rac GTPase-activating protein 1	RACGAP1	Q9H0H5	ENSG00000161800	29127	HGNC:9804
BMI_13587_10_rectal_Sex-combined	0.117399163398656	0.032716898746447	1.12456822658828	1.05471864257282	1.19904365506139	0.000369841320447309	588.610411763511	4.06605297580839e-06	76.0881435892404	8.78216006909072	13587_10	BMI	rectal	Sex-combined	BMI	RGAP1	Rac GTPase-activating protein 1	RACGAP1	Q9H0H5	ENSG00000161800	29127	HGNC:9804
BMI_13947_371_colon_Female	0.161269951070708	0.0580624924178603	1.17500211908455	1.04861208494913	1.31662604281369	0.00591766497586528	279.14353036486	0.025506637094427	64.0817812772573	13.9770100059509	BMI	13947_371	colon	Female	BMI	NUD12	Peroxisomal NADH pyrophosphatase NUDT12	NUDT12	Q9BQG2	ENSG00000112874	NA	HGNC:18826
BMI_13947_371_colon_Female	0.0799710575841842	0.0407566360059208	1.08325571518391	1.00008805488918	1.17333962618784	0.0509190345640051	279.14353036486	0.025506637094427	64.0817812772573	13.9770100059509	13947_371	BMI	colon	Female	BMI	NUD12	Peroxisomal NADH pyrophosphatase NUDT12	NUDT12	Q9BQG2	ENSG00000112874	NA	HGNC:18826
BMI_13947_371_overall_Female	0.0984195204421833	0.0514029564242368	1.10342559761669	0.997672438831746	1.22038857854135	0.0567441731770022	308.014250337016	0.000963459503103146	64.0817812772573	13.9770100059509	BMI	13947_371	overall	Female	BMI	NUD12	Peroxisomal NADH pyrophosphatase NUDT12	NUDT12	Q9BQG2	ENSG00000112874	NA	HGNC:18826
BMI_13947_371_overall_Female	0.0538350599323641	0.0363636635248019	1.05531052480997	0.982713436585819	1.13327065888494	0.140083467143455	308.014250337016	0.000963459503103146	64.0817812772573	13.9770100059509	13947_371	BMI	overall	Female	BMI	NUD12	Peroxisomal NADH pyrophosphatase NUDT12	NUDT12	Q9BQG2	ENSG00000112874	NA	HGNC:18826
BMI_13950_9_distal_Sex-combined	0.159206155225579	0.0528386802834546	1.17257965518845	1.0572194929623	1.30052752234951	0.0027365932943941	586.802952864089	1.77474498622592e-06	36.9908193639968	1.31312707567209	BMI	13950_9	distal	Sex-combined	BMI	C43BP	Collagen type IV alpha-3-binding protein	COL4A3BP	Q9Y5P4	ENSG00000113163	10087	HGNC:2205
BMI_13950_9_distal_Sex-combined	0.102094887978865	0.0870230262697584	1.10748855409284	0.933821246932827	1.31345362024611	0.241357094970983	586.802952864089	1.77474498622592e-06	36.9908193639968	1.31312707567209	13950_9	BMI	distal	Sex-combined	BMI	C43BP	Collagen type IV alpha-3-binding protein	COL4A3BP	Q9Y5P4	ENSG00000113163	10087	HGNC:2205
BMI_13992_12_colon_Sex-combined	0.187820140546143	0.042072498590266	1.20661647445165	1.1111083640605	1.31033422437531	1.02470695089671e-05	647.953078981467	1.34163362122805e-10	42.1026138156919	1.30470904598306	BMI	13992_12	colon	Sex-combined	BMI	NSF	Vesicle-fusing ATPase	NSF	P46459	ENSG00000073969	4905	HGNC:8016
BMI_13992_12_colon_Sex-combined	0.0511597433938749	0.0672974128103833	1.05249100834091	0.922430554372181	1.20088966848285	0.447543701162579	647.953078981467	1.34163362122805e-10	42.1026138156919	1.30470904598306	13992_12	BMI	colon	Sex-combined	BMI	NSF	Vesicle-fusing ATPase	NSF	P46459	ENSG00000073969	4905	HGNC:8016
BMI_14192_31_rectal_Female	0.00645818602413801	0.0845484282098588	1.00647908507326	0.852777394535926	1.18788344435557	0.939179062172765	277.67934610974	0.0191743384425169	22.4907694796944	1.47110348884372	BMI	14192_31	rectal	Female	BMI	PDCL2	Phosducin-like protein 2	PDCL2	Q8N4E4	ENSG00000163440	NA	HGNC:29524
BMI_14192_31_rectal_Female	0.167628262021407	0.15383486771062	1.18249694990773	0.874687955345773	1.59862614775381	0.276991864409503	277.67934610974	0.0191743384425169	22.4907694796944	1.47110348884372	14192_31	BMI	rectal	Female	BMI	PDCL2	Phosducin-like protein 2	PDCL2	Q8N4E4	ENSG00000163440	NA	HGNC:29524
BMI_14227_21_rectal_Female	-0.0152815952858342	0.0828836638716683	0.984834575778857	0.837165434346389	1.15855134703067	0.8538804090488	269.309167341726	0.0467135178382557	47.0131279105999	1.95632587872725	BMI	14227_21	rectal	Female	BMI	MYL6B	Myosin light chain 6B	MYL6B	P14649	ENSG00000196465	140465	HGNC:29823
BMI_14227_21_rectal_Female	0.31951393306775	0.128845577312929	1.37645855072271	1.06927045859386	1.77189795774326	0.0138530296562669	269.309167341726	0.0467135178382557	47.0131279105999	1.95632587872725	14227_21	BMI	rectal	Female	BMI	MYL6B	Myosin light chain 6B	MYL6B	P14649	ENSG00000196465	140465	HGNC:29823
BMI_15310_61_distal_Male	0.216562471906335	0.0801346566435543	1.24180066058522	1.06130421665869	1.45299420884691	0.00748631722851635	259.086860824917	0.00144951493884318	48.5695284103438	2.58691696556703	BMI	15310_61	distal	Male	BMI	PRC1	Protein regulator of cytokinesis 1	PRC1	O43663	ENSG00000198901	9055	HGNC:9341
BMI_15310_61_distal_Male	0.0895203980720784	0.119373628520754	1.09364964142904	0.865496529816967	1.38194608180672	0.454203477211095	259.086860824917	0.00144951493884318	48.5695284103438	2.58691696556703	15310_61	BMI	distal	Male	BMI	PRC1	Protein regulator of cytokinesis 1	PRC1	O43663	ENSG00000198901	9055	HGNC:9341
BMI_15321_8_colon_Male	0.304750032340813	0.0659280171675125	1.35628593300986	1.19187907779268	1.54337093951438	6.88790748708774e-06	262.421763223241	0.000773013793865566	13.4975165601862	1.52312806549941	BMI	15321_8	colon	Male	BMI	CPLX2	Complexin-2	CPLX2	Q6PUV4	ENSG00000145920	NA	HGNC:2310
BMI_15321_8_colon_Male	0.149164259084957	0.126456896460048	1.16086365595117	0.90602239203266	1.48738534451115	0.239609947071302	262.421763223241	0.000773013793865566	13.4975165601862	1.52312806549941	15321_8	BMI	colon	Male	BMI	CPLX2	Complexin-2	CPLX2	Q6PUV4	ENSG00000145920	NA	HGNC:2310
BMI_15321_8_distal_Sex-combined	0.162395306736641	0.0542009548554244	1.17632515868217	1.05776843103331	1.30816995322586	0.0028899079965628	591.509300003742	7.97151928922351e-07	13.0528548664263	1.37725554252193	BMI	15321_8	distal	Sex-combined	BMI	CPLX2	Complexin-2	CPLX2	Q6PUV4	ENSG00000145920	NA	HGNC:2310
BMI_15321_8_distal_Sex-combined	-0.0502688125172738	0.0822717435529853	0.950973756489529	0.809351936551093	1.11737681061904	0.541511729156267	591.509300003742	7.97151928922351e-07	13.0528548664263	1.37725554252193	15321_8	BMI	distal	Sex-combined	BMI	CPLX2	Complexin-2	CPLX2	Q6PUV4	ENSG00000145920	NA	HGNC:2310
BMI_15331_47_colon_Female	0.151093461990145	0.0634047754086076	1.16310535914365	1.02718299816843	1.31701369559355	0.0179750292548967	283.152415248446	0.012221839042679	9.13281103055522	1.62380314983685	BMI	15331_47	colon	Female	BMI	RBBP4	Histone-binding protein RBBP4	RBBP4	Q09028	ENSG00000162521	5928	HGNC:9887
BMI_15331_47_colon_Female	0.08056039073482	0.107920725973738	1.08389430183914	0.877249151125154	1.33921686450484	0.456131559593302	283.152415248446	0.012221839042679	9.13281103055522	1.62380314983685	15331_47	BMI	colon	Female	BMI	RBBP4	Histone-binding protein RBBP4	RBBP4	Q09028	ENSG00000162521	5928	HGNC:9887
BMI_15331_47_distal_Female	0.0858321583368906	0.0805301367969685	1.08962342874803	0.930524466064838	1.27592477121809	0.287599636218594	244.652613412098	0.271643637646449	9.13281103055522	1.62380314983685	BMI	15331_47	distal	Female	BMI	RBBP4	Histone-binding protein RBBP4	RBBP4	Q09028	ENSG00000162521	5928	HGNC:9887
BMI_15331_47_distal_Female	0.142372529535636	0.137028647174244	1.15300609736689	0.881435351590202	1.50824794826621	0.299882517902626	244.652613412098	0.271643637646449	9.13281103055522	1.62380314983685	15331_47	BMI	distal	Female	BMI	RBBP4	Histone-binding protein RBBP4	RBBP4	Q09028	ENSG00000162521	5928	HGNC:9887
BMI_15331_47_proximal_Female	0.198186508553844	0.0805742376000666	1.2191897619373	1.04108246423319	1.42776746960919	0.0146339010061764	290.304130277807	0.00556374172479329	9.13281103055522	1.62380314983685	BMI	15331_47	proximal	Female	BMI	RBBP4	Histone-binding protein RBBP4	RBBP4	Q09028	ENSG00000162521	5928	HGNC:9887
BMI_15331_47_proximal_Female	0.0766521475858173	0.137109255880958	1.07966644648458	0.825239201103311	1.4125354613622	0.576658469095241	290.304130277807	0.00556374172479329	9.13281103055522	1.62380314983685	15331_47	BMI	proximal	Female	BMI	RBBP4	Histone-binding protein RBBP4	RBBP4	Q09028	ENSG00000162521	5928	HGNC:9887
BMI_15372_43_proximal_Female	0.208712832148385	0.0769814815628666	1.23209113075995	1.05953393586118	1.43275123440333	0.00720529058344441	288.322308700192	0.0061399430544021	18.345133944668	1.54327264550486	BMI	15372_43	proximal	Female	BMI	BRD2	Bromodomain-containing protein 2	BRD2	P25440	ENSG00000234507	6046	HGNC:1103
BMI_15372_43_proximal_Female	0.0429946494892536	0.134968755512035	1.04393230926463	0.801280575829003	1.36006624795451	0.750352381785453	288.322308700192	0.0061399430544021	18.345133944668	1.54327264550486	15372_43	BMI	proximal	Female	BMI	BRD2	Bromodomain-containing protein 2	BRD2	P25440	ENSG00000234507	6046	HGNC:1103
BMI_15381_45_distal_Male	0.181366594679397	0.0834859049544975	1.19885459245998	1.01789240597767	1.41198846304579	0.0310301562567133	253.852850491296	0.00251126885846617	7.54318740458784	1.34056293808842	BMI	15381_45	distal	Male	BMI	Discoidin domain receptor 2	Discoidin domain-containing receptor 2	DDR2	Q16832	ENSG00000162733	4921	HGNC:2731
BMI_15381_45_distal_Male	0.298467106829026	0.171826533945985	1.34779120334116	0.962411755418774	1.88748850746673	0.083961693094253	253.852850491296	0.00251126885846617	7.54318740458784	1.34056293808842	15381_45	BMI	distal	Male	BMI	Discoidin domain receptor 2	Discoidin domain-containing receptor 2	DDR2	Q16832	ENSG00000162733	4921	HGNC:2731
BMI_15381_45_proximal_Female	0.213778694340027	0.0808162297733774	1.23834857091865	1.05694099683746	1.45089194920508	0.00872110960762474	291.368857695128	0.00431998714627875	7.98321760606574	1.41467314824848	BMI	15381_45	proximal	Female	BMI	Discoidin domain receptor 2	Discoidin domain-containing receptor 2	DDR2	Q16832	ENSG00000162733	4921	HGNC:2731
BMI_15381_45_proximal_Female	0.0165674563710163	0.145773725378005	1.01670545773349	0.764029372121142	1.35294535197682	0.909612055943443	291.368857695128	0.00431998714627875	7.98321760606574	1.41467314824848	15381_45	BMI	proximal	Female	BMI	Discoidin domain receptor 2	Discoidin domain-containing receptor 2	DDR2	Q16832	ENSG00000162733	4921	HGNC:2731
BMI_15405_23_rectal_Female	-0.001504157983758	0.0836252302860234	0.998496972694885	0.847546470023708	1.17633220093874	0.98566476946709	274.551195895281	0.0260800821444489	29.6262925025043	1.73166486641421	BMI	15405_23	rectal	Female	BMI	IFNA4	Interferon alpha-4	IFNA4	P05014	ENSG00000236637	3441	HGNC:5425
BMI_15405_23_rectal_Female	0.234280432298994	0.140025107067817	1.26399890863042	0.960627293144633	1.66317702236923	0.0956492065299889	274.551195895281	0.0260800821444489	29.6262925025043	1.73166486641421	15405_23	BMI	rectal	Female	BMI	IFNA4	Interferon alpha-4	IFNA4	P05014	ENSG00000236637	3441	HGNC:5425
BMI_15460_9_colon_Male	0.272890879330196	0.0639941454733787	1.3137568789722	1.15888965668306	1.48931964928115	3.12282479311469e-05	264.371460407002	0.000583524598199239	32.0827679396433	1.96273188926844	BMI	15460_9	colon	Male	BMI	CD26	Dipeptidyl peptidase 4	DPP4	P27487	ENSG00000197635	1803	HGNC:3009
BMI_15460_9_colon_Male	0.0638840429469894	0.110330665240864	1.06596878499579	0.858675613591383	1.32330467128664	0.563241589935642	264.371460407002	0.000583524598199239	32.0827679396433	1.96273188926844	15460_9	BMI	colon	Male	BMI	CD26	Dipeptidyl peptidase 4	DPP4	P27487	ENSG00000197635	1803	HGNC:3009
BMI_15567_2_proximal_Female	0.193853762029795	0.0768925963139803	1.2139187489616	1.04408851803327	1.41137336885601	0.0123706339418741	287.082744135071	0.00706140572093214	17.6442729102367	1.61798054667095	BMI	15567_2	proximal	Female	BMI	CD3-zeta	T-cell surface glycoprotein CD3 zeta chain	CD247	P20963	ENSG00000198821	919	HGNC:1677
BMI_15567_2_proximal_Female	0.135939120359932	0.131088718853	1.14561214701664	0.88603859481019	1.48123027493315	0.300815061376008	287.082744135071	0.00706140572093214	17.6442729102367	1.61798054667095	15567_2	BMI	proximal	Female	BMI	CD3-zeta	T-cell surface glycoprotein CD3 zeta chain	CD247	P20963	ENSG00000198821	919	HGNC:1677
BMI_15666_21_proximal_Female	0.194062710455209	0.0767981058360166	1.21417242187413	1.04450012638674	1.41140688526241	0.0121729357318718	286.407518415349	0.00761427408517125	18.9793940064238	1.40710311891402	BMI	15666_21	proximal	Female	BMI	BMP-2	Bone morphogenetic protein 2	BMP2	P12643	ENSG00000125845	650	HGNC:1069
BMI_15666_21_proximal_Female	0.151696564826898	0.142926284667044	1.16380704285764	0.879467249510883	1.54007648807653	0.289628919241388	286.407518415349	0.00761427408517125	18.9793940064238	1.40710311891402	15666_21	BMI	proximal	Female	BMI	BMP-2	Bone morphogenetic protein 2	BMP2	P12643	ENSG00000125845	650	HGNC:1069
BMI_15692_300_proximal_Female	0.194681252433696	0.0765234813360288	1.21492367080173	1.045709109543	1.41152019467385	0.0116040371980365	287.392421692248	0.007723105578258	37.8979556644624	1.51429347055696	BMI	15692_300	proximal	Female	BMI	NODAL	Nodal homolog	NODAL	Q96S42	ENSG00000156574	4838	HGNC:7865
BMI_15692_300_proximal_Female	0.148481188996609	0.13402771953896	1.16007097547012	0.892067799127827	1.50859011999308	0.269073482001671	287.392421692248	0.007723105578258	37.8979556644624	1.51429347055696	15692_300	BMI	proximal	Female	BMI	NODAL	Nodal homolog	NODAL	Q96S42	ENSG00000156574	4838	HGNC:7865
BMI_16293_1_rectal_Female	0.00429205390690641	0.0828609314634364	1.00430127796227	0.853751277497567	1.18139917737285	0.958733614660559	276.184248083764	0.0274813066900319	53.7332224443535	1.92774825045818	BMI	16293_1	rectal	Female	BMI	Growth hormone-releasing factor	Somatoliberin	GHRH	P01286	ENSG00000118702	2691	HGNC:4265
BMI_16293_1_rectal_Female	0.253649505122301	0.138125544068013	1.28872003532991	0.983068416805832	1.68940360718429	0.0675716529765801	276.184248083764	0.0274813066900319	53.7332224443535	1.92774825045818	16293_1	BMI	rectal	Female	BMI	Growth hormone-releasing factor	Somatoliberin	GHRH	P01286	ENSG00000118702	2691	HGNC:4265
BMI_16536_3_proximal_Sex-combined	0.210365551099958	0.0516558663718515	1.23412911476532	1.11529623697609	1.3656234293778	5.52600019665722e-05	576.341836362272	6.05806331887615e-06	25.378034146885	1.17198937408795	BMI	16536_3	proximal	Sex-combined	BMI	HMGA1	High mobility group protein HMG-I/HMG-Y	HMGA1	P17096	ENSG00000137309	3159	HGNC:5010
BMI_16536_3_proximal_Sex-combined	-0.0111979623451023	0.088249992087861	0.988864501462042	0.831796094571766	1.17559220178258	0.899086668198352	576.341836362272	6.05806331887615e-06	25.378034146885	1.17198937408795	16536_3	BMI	proximal	Sex-combined	BMI	HMGA1	High mobility group protein HMG-I/HMG-Y	HMGA1	P17096	ENSG00000137309	3159	HGNC:5010
BMI_16836_1_distal_Male	0.217136246086687	0.0805079993072575	1.24251337819134	1.06113656777767	1.45489236905454	0.00760760345453264	259.283816394867	0.00120325758418954	50.3821844320327	2.12256783817213	BMI	16836_1	distal	Male	BMI	FHR3	Complement factor H-related protein 3	CFHR3	Q02985	ENSG00000116785	10878	HGNC:16980
BMI_16836_1_distal_Male	0.088921297627568	0.137551365535143	1.09299463167063	0.834702939237736	1.43121248135509	0.518742366281251	259.283816394867	0.00120325758418954	50.3821844320327	2.12256783817213	16836_1	BMI	distal	Male	BMI	FHR3	Complement factor H-related protein 3	CFHR3	Q02985	ENSG00000116785	10878	HGNC:16980
BMI_16932_5_proximal_Female	0.216818091692696	0.0759760630644811	1.24211812997878	1.07026363725883	1.44156766156569	0.00471110272511332	288.606885303686	0.00594440483698958	34.8830349202831	1.88650802073094	BMI	16932_5	proximal	Female	BMI	SULT 1E	Estrogen sulfotransferase	SULT1E1	P49888	ENSG00000109193	6783	HGNC:11377
BMI_16932_5_proximal_Female	-0.0156076011264499	0.125500036639906	0.984513566283441	0.769828379347769	1.25906888885721	0.901135299414704	288.606885303686	0.00594440483698958	34.8830349202831	1.88650802073094	16932_5	BMI	proximal	Female	BMI	SULT 1E	Estrogen sulfotransferase	SULT1E1	P49888	ENSG00000109193	6783	HGNC:11377
BMI_16932_5_rectal_Female	0.0290177144210336	0.0838550640275329	1.02944283029734	0.873420461257225	1.21333605961687	0.729621706895447	280.028070191865	0.0150959737981238	34.8830349202831	1.88650802073094	BMI	16932_5	rectal	Female	BMI	SULT 1E	Estrogen sulfotransferase	SULT1E1	P49888	ENSG00000109193	6783	HGNC:11377
